CapID	TagNumber	SiteName	SessionNumber	TickName	OspCType	Doubts	Notes	DigPlateID	SI
418	6066	Sharon	3	418B		0			1.3935119887165
418	6066	Sharon	3	418C		0			1.94397759103641
418	6066	Sharon	3	418D		0			1.70725995316159
418	6066	Sharon	3	418E	A	0		Dig02	1.2648401826484
418	6066	Sharon	3	418E	B	0	also 452B	Dig02	1.2648401826484
418	6066	Sharon	3	418E	D	0		Dig02	1.2648401826484
418	6066	Sharon	3	418F		0			2.29249011857707
418	6066	Sharon	3	418G		0			2.32173913043478
418	6066	Sharon	3	418H	D	0	very weak peaks	Dig04	1.32319391634981
418	6066	Sharon	3	418I	A	0		Dig01	1.41106128550075
418	6066	Sharon	3	418I	D	0		Dig01	1.41106128550075
418	6066	Sharon	3	418J	D	0		Dig01	1.30395913154534
503	6066	Sharon	4	503A		0			1.43413173652695
503	6066	Sharon	4	503AA		0			2.32156862745098
503	6066	Sharon	4	503BB	A	0		Dig01	1.18389662027833
503	6066	Sharon	4	503BB	B	0		Dig01	1.18389662027833
503	6066	Sharon	4	503BB	D	0		Dig01	1.18389662027833
503	6066	Sharon	4	503BB	H	0		Dig01	1.18389662027833
503	6066	Sharon	4	503C		0			2.24803149606299
503	6066	Sharon	4	503CC	A	0		Dig01	1.73165137614679
503	6066	Sharon	4	503D	A	0		Dig01	1.48926014319809
503	6066	Sharon	4	503DD		0			1.60861056751468
503	6066	Sharon	4	503E	A	0	also 214G	Dig04	2.24603174603175
503	6066	Sharon	4	503E	D	0		Dig04	2.24603174603175
503	6066	Sharon	4	503E	H	0	also 499B	Dig04	2.24603174603175
503	6066	Sharon	4	503EE	A	0		Dig01	1.36507936507937
503	6066	Sharon	4	503EE	D	0		Dig01	1.36507936507937
503	6066	Sharon	4	503F		0			1.68627450980392
503	6066	Sharon	4	503FF	A	0		Dig01	1.55226824457594
503	6066	Sharon	4	503G		0			2.15140845070423
503	6066	Sharon	4	503GG	D	0		Dig01	1.60658914728682
503	6066	Sharon	4	503H	B	0		Dig01	1.80253164556962
503	6066	Sharon	4	503I		0			2.1875
503	6066	Sharon	4	503J		0			2.32926829268293
503	6066	Sharon	4	503K		0			2.18149466192171
503	6066	Sharon	4	503L	A	0		Dig01	1.52791878172589
503	6066	Sharon	4	503L	B	0		Dig01	1.52791878172589
503	6066	Sharon	4	503M	A	0		Dig01	1.62596899224806
503	6066	Sharon	4	503M	B	0		Dig01	1.62596899224806
503	6066	Sharon	4	503M	D	0		Dig01	1.62596899224806
503	6066	Sharon	4	503N		0			1.77163461538462
503	6066	Sharon	4	503O		0			2.3780487804878
503	6066	Sharon	4	503P		0			1.79197994987469
503	6066	Sharon	4	503Q	B	0		Dig01	2.25757575757576
503	6066	Sharon	4	503R		0			1.82063882063882
503	6066	Sharon	4	503S	A	0	Dig01 failed, resolved	Dig06	2.12099644128114
503	6066	Sharon	4	503T	A	0		Dig01	1.55636363636364
503	6066	Sharon	4	503T	D	0		Dig01	1.55636363636364
503	6066	Sharon	4	503U	A	0		Dig01	1.74259681093394
503	6066	Sharon	4	503U	B	0		Dig01	1.74259681093394
503	6066	Sharon	4	503U	D	0		Dig01	1.74259681093394
503	6066	Sharon	4	503V		0			2.34166666666667
503	6066	Sharon	4	503W	A	0		Dig01	1.42469879518072
503	6066	Sharon	4	503W	B	0		Dig01	1.42469879518072
503	6066	Sharon	4	503W	D	0		Dig01	1.42469879518072
503	6066	Sharon	4	503X	A	0		Dig01	1.28888888888889
503	6066	Sharon	4	503X	H	0		Dig01	1.28888888888889
503	6066	Sharon	4	503Y		0			2.32340425531915
503	6066	Sharon	4	503Z		0			2.15116279069767
621	6066	Sharon	5	621A	D	0		Dig01	1.37394957983193
621	6066	Sharon	5	621B	A	0		Dig01	1.25783972125436
621	6066	Sharon	5	621B	B	0	also 451B	Dig01	1.25783972125436
621	6066	Sharon	5	621B	D	0		Dig01	1.25783972125436
621	6066	Sharon	5	621C	A	0		Dig01	1.34920634920635
621	6066	Sharon	5	621C	B	0		Dig01	1.34920634920635
621	6066	Sharon	5	621D		0			1.77155172413793
621	6066	Sharon	5	621E	D	0		Dig01	1.38287153652393
621	6066	Sharon	5	621F	A	0		Dig01	1.71428571428571
621	6066	Sharon	5	621F	B	0		Dig01	1.71428571428571
621	6066	Sharon	5	621F	D	0		Dig01	1.71428571428571
621	6066	Sharon	5	621G		0			1.43430152143845
621	6066	Sharon	5	621H	A	0		Dig01	1.40458937198068
621	6066	Sharon	5	621I		0			1.47209653092006
621	6066	Sharon	5	621J	A	0		Dig01	1.27849462365591
621	6066	Sharon	5	621J	B	0		Dig01	1.27849462365591
621	6066	Sharon	5	621K	A	0		Dig01	1.72097759674134
621	6066	Sharon	5	621L		0			1.67741935483871
621	6066	Sharon	5	621M		0			
771	6066	Sharon	6	771A	A	0	also 214G	Dig01	1.50384024577573
771	6066	Sharon	6	771A	D	0		Dig01	1.50384024577573
771	6066	Sharon	6	771B	B	0	also 452B	Dig01	2.53556485355649
84	6067	Sharon	1	84A		0			1.94765840220386
84	6067	Sharon	1	84B		0			2.27626459143969
84	6067	Sharon	1	84C		0			2.44313725490196
84	6067	Sharon	1	84D		0			2.1078431372549
84	6067	Sharon	1	84E		0			2.38429752066116
84	6067	Sharon	1	84F		0			2.44230769230769
84	6067	Sharon	1	84G		0			2.17343173431734
84	6067	Sharon	1	84H		0			2.15986394557823
84	6067	Sharon	1	84I		0			2.38396624472574
84	6067	Sharon	1	84J		0			2.31320754716981
84	6067	Sharon	1	84K		0			1.90728476821192
84	6067	Sharon	1	84L		0			2.31617647058824
84	6067	Sharon	1	84M		0			1.62666666666667
84	6067	Sharon	1	84N		0			1.97084548104956
84	6067	Sharon	1	84O		0			1.78850574712644
84	6067	Sharon	1	84P		0			2.35564853556485
84	6067	Sharon	1	84Q		0			1.66257668711656
84	6067	Sharon	1	84R		0			2.44444444444444
84	6067	Sharon	1	84S		0			1.88372093023256
179	6067	Sharon	2	179A		0			2.06514657980456
179	6067	Sharon	2	179B		0			1.68257261410788
419	6067	Sharon	3	419A		0			1.77014218009479
514	6067	Sharon	4	514A		0			2.14963503649635
514	6067	Sharon	4	514B		0			1.77272727272727
514	6067	Sharon	4	514C		0			1.89817232375979
620	6067	Sharon	5	620A		0			1.42281879194631
620	6067	Sharon	5	620B		0			2.19087136929461
110	6069	Great Mountain Forest	1	110A		0			
110	6069	Great Mountain Forest	1	110B		0			
110	6069	Great Mountain Forest	1	110C		0			
110	6069	Great Mountain Forest	1	110D		0			
110	6069	Great Mountain Forest	1	110E		0			
111	6070	Great Mountain Forest	1	111B		0			
111	6070	Great Mountain Forest	1	111C		0			
114	6073	Great Mountain Forest	1	114A		0			1.58181818181818
114	6073	Great Mountain Forest	1	114B		0			1.39454806312769
227	6073	Great Mountain Forest	2	227A		0			1.78765432098765
227	6073	Great Mountain Forest	2	227B		0			1.99384615384615
227	6073	Great Mountain Forest	2	227C		0			1.5877034358047
227	6073	Great Mountain Forest	2	227D		0			1.44032258064516
227	6073	Great Mountain Forest	2	227E		0			1.31119791666667
7	6076	Marvelwood	1	7A	B	0		Dig10	
128	6076	Marvelwood	2	128A	B	0	also 452B	Dig10	
8	6077	Marvelwood	1	8A		0		Dig10	
8	6077	Marvelwood	1	8B		0		Dig10	
8	6077	Marvelwood	1	8C		0		Dig10	
10	6079	Marvelwood	1	10A		0		Dig10	
11	6080	Marvelwood	1	11A		0		Dig10	
12	6081	Marvelwood	1	12A		0		Dig10	
14	6084	Marvelwood	1	14A		0		Dig10	
14	6084	Marvelwood	1	14B		0		Dig10	
14	6084	Marvelwood	1	14C		0		Dig10	
14	6084	Marvelwood	1	14D		0		Dig10	
15	6085	Marvelwood	1	15A		0		Dig10	
19	6088	Marvelwood	1	19A		0			
19	6088	Marvelwood	1	19A	A	0	post-standard adjustment	Dig08	
19	6088	Marvelwood	1	19A	B	0	post-standard adjustment	Dig08	
19	6088	Marvelwood	1	19A	K	0	post-standard adjustment	Dig08	
297	6088	Marvelwood	3	297A		0			2.15441176470588
297	6088	Marvelwood	3	297B		0			2.10034602076125
297	6088	Marvelwood	3	297B	A	0		Dig08	2.10034602076125
297	6088	Marvelwood	3	297B	K	0		Dig08	2.10034602076125
297	6088	Marvelwood	3	297C		0			2.24896265560166
297	6088	Marvelwood	3	297D		0			2.05067567567568
297	6088	Marvelwood	3	297E		0			2.24705882352941
297	6088	Marvelwood	3	297E	N	0		Dig08	2.24705882352941
20	6089	Marvelwood	1	20A		0		Dig10	
20	6089	Marvelwood	1	20B		0		Dig10	
20	6089	Marvelwood	1	20C		0		Dig10	
20	6089	Marvelwood	1	20D		0		Dig10	
22	6091	Marvelwood	1	22A		0		Dig10	
22	6091	Marvelwood	1	22B		0		Dig10	
22	6091	Marvelwood	1	22C		0		Dig10	
22	6091	Marvelwood	1	22D		0		Dig10	
24	6093	Marvelwood	1	24A		0			2.28915662650602
24	6093	Marvelwood	1	24B		0			
24	6093	Marvelwood	1	24C		0			2.26720647773279
24	6093	Marvelwood	1	24C	A	0	post-standard adjustment	Dig08	2.26720647773279
142	6093	Marvelwood	2	142A		0	455b,160g,249y post std adjustment	Dig08	1.8463768115942
142	6093	Marvelwood	2	142A		0			1.8463768115942
142	6093	Marvelwood	2	142B		0			1.71875
142	6093	Marvelwood	2	142C		0			1.93939393939394
142	6093	Marvelwood	2	142D		0			1.65675057208238
275	6093	Marvelwood	3	275A		0			1.87031700288184
275	6093	Marvelwood	3	275A	A	0		Dig08	1.87031700288184
275	6093	Marvelwood	3	275B		0			2.38197424892704
25	6094	Marvelwood	1	25A		0		Dig10	
131	6094	Marvelwood	2	131A		0		Dig10	
26	6095	Marvelwood	1	26A		0			2.32478632478633
277	6095	Marvelwood	3	277A		0			2.26639344262295
454	6095	Marvelwood	4	454A		0			1.59099437148218
594	6095	Marvelwood	5	594A		0			1.55899419729207
594	6095	Marvelwood	5	594B		0			1.36477115117892
28	6097	Marvelwood	1	28A		0		Dig10	
29	6098	Marvelwood	1	29A		0		Dig10	
30	6099	Marvelwood	1	30A		0			1.47904191616766
30	6099	Marvelwood	1	30B		0			1.70576540755467
30	6099	Marvelwood	1	30C		0			1.46413502109705
291	6099	Marvelwood	3	291A		0			2.36015325670498
291	6099	Marvelwood	3	291B		0			2.25555555555556
291	6099	Marvelwood	3	291C		0			2.40873015873016
291	6099	Marvelwood	3	291D		0			2.33976833976834
291	6099	Marvelwood	3	291E		0			
291	6099	Marvelwood	3	291F		0			2.38610038610039
291	6099	Marvelwood	3	291G		0			2.3587786259542
291	6099	Marvelwood	3	291H		0			2.07692307692308
291	6099	Marvelwood	3	291I		0			
291	6099	Marvelwood	3	291J		0			2.18478260869565
291	6099	Marvelwood	3	291K		0			2.27338129496403
445	6099	Marvelwood	4	445A		0			2.15730337078652
445	6099	Marvelwood	4	445B		0			1.85747126436782
445	6099	Marvelwood	4	445C		0			1.9247311827957
445	6099	Marvelwood	4	445D		0			1.53723404255319
445	6099	Marvelwood	4	445E		0			1.53439153439153
445	6099	Marvelwood	4	445F		0			1.77251184834123
445	6099	Marvelwood	4	445G		0			2.02439024390244
445	6099	Marvelwood	4	445H		0			1.5515873015873
445	6099	Marvelwood	4	445I		0			2.03448275862069
445	6099	Marvelwood	4	445J		0			2.06535947712418
445	6099	Marvelwood	4	445K		0			1.44500846023689
445	6099	Marvelwood	4	445L		0			1.35653409090909
37	6101	Marvelwood	1	37A		0			1.57518796992481
37	6101	Marvelwood	1	37B		0			1.57170542635659
437	6101	Marvelwood	4	437A		0			
38	6102	Marvelwood	1	38A		0		Dig10	
41	6105	Bent of the River	1	41A		0			
42	6106	Bent of the River	1	42A		0		Dig10	
43	6107	Bent of the River	1	43A		0		Dig10	
44	6108	Bent of the River	1	44A		0		Dig10	
45	6109	Bent of the River	1	45A		0		Dig10	
45	6109	Bent of the River	1	45B		0		Dig10	
45	6109	Bent of the River	1	45C		0		Dig10	
45	6109	Bent of the River	1	45D		0		Dig10	
162	6110	Bent of the River	2	162A	A	0	clean	Dig05	
311	6110	Bent of the River	3	311A		0			
311	6110	Bent of the River	3	311B		0			
311	6110	Bent of the River	3	311C		0			
311	6110	Bent of the River	3	311D		0			
311	6110	Bent of the River	3	311E	G	0	clean	Dig05	
311	6110	Bent of the River	3	311F		0			
311	6110	Bent of the River	3	311G		0			
464	6110	Bent of the River	4	464A		0			
464	6110	Bent of the River	4	464B		0			
464	6110	Bent of the River	4	464C		0			
464	6110	Bent of the River	4	464D		0			
464	6110	Bent of the River	4	464E		0			
464	6110	Bent of the River	4	464F	A	0	clean	Dig05	
464	6110	Bent of the River	4	464G	G	0	blip at 220G	Dig05	
464	6110	Bent of the River	4	464H		0			
464	6110	Bent of the River	4	464I		0			
464	6110	Bent of the River	4	464J		0			
464	6110	Bent of the River	4	464K		0			
464	6110	Bent of the River	4	464L	G	0		Dig05	
464	6110	Bent of the River	4	464M	B	0	blip at 452B	Dig05	
464	6110	Bent of the River	4	464N		0			
606	6110	Bent of the River	5	606A	K	0		Dig05	
606	6110	Bent of the River	5	606B	F	0		Dig05	
606	6110	Bent of the River	5	606C		0			
606	6110	Bent of the River	5	606D		0			
606	6110	Bent of the River	5	606E	E	0	also 164G	Dig05	
606	6110	Bent of the River	5	606E	K	0	also 164G	Dig05	
606	6110	Bent of the River	5	606F	A	0	blip at 452B	Dig05	
606	6110	Bent of the River	5	606G		0			
606	6110	Bent of the River	5	606H	K	0	clean	Dig05	
606	6110	Bent of the River	5	606I	E	0	also 163G	Dig05	
606	6110	Bent of the River	5	606J		0			
606	6110	Bent of the River	5	606K	A	0	also 214G	Dig05	
606	6110	Bent of the River	5	606K	K	0	also 214G	Dig05	
606	6110	Bent of the River	5	606L	A	0	Dig05 failed, resolved	Dig06	
731	6110	Bent of the River	6	731A		0			1.48099173553719
731	6110	Bent of the River	6	731A.5		0			
731	6110	Bent of the River	6	731B		0			
731	6110	Bent of the River	6	731C		0			
731	6110	Bent of the River	6	731D	G	0	clean	Dig05	
731	6110	Bent of the River	6	731E		0			
731	6110	Bent of the River	6	731F		0			
731	6110	Bent of the River	6	731G		0			
731	6110	Bent of the River	6	731H		0			
731	6110	Bent of the River	6	731I		0			
731	6110	Bent of the River	6	731J		0			
731	6110	Bent of the River	6	731K		0			
731	6110	Bent of the River	6	731L	A	0	also 452B	Dig05	
731	6110	Bent of the River	6	731L	B	0	also 452B	Dig05	
731	6110	Bent of the River	6	731M		0			
731	6110	Bent of the River	6	731N		0			
731	6110	Bent of the River	6	731O		0			
731	6110	Bent of the River	6	731P		0			
731	6110	Bent of the River	6	731Q		0			
731	6110	Bent of the River	6	731R		0			
140	6113	Marvelwood	2	140A		0		Dig10	
140	6113	Marvelwood	2	140B		0		Dig10	
143	6114	Marvelwood	2	143A		0			
273	6114	Marvelwood	3	273A		0			
273	6114	Marvelwood	3	273B		0			
144	6115	Marvelwood	2	144A		0		Dig10	
144	6115	Marvelwood	2	144A		0		Dig10	
449	6116	Marvelwood	4	449A		0		Dig10	
295	6117	Marvelwood	3	295A		0			
158	6125	Bent of the River	2	158A		0			2.14545454545455
158	6125	Bent of the River	2	158A	B	0	post-standard adjustment	Dig08	2.14545454545455
158	6125	Bent of the River	2	158B		0			1.43230016313214
158	6125	Bent of the River	2	158B	B	0	post-standard adjustment	Dig08	1.43230016313214
309	6125	Bent of the River	3	309A		0			2.37339055793991
309	6125	Bent of the River	3	309B		0			2.12982456140351
309	6125	Bent of the River	3	309C		0			2.06617647058824
309	6125	Bent of the River	3	309D		0			2.14503816793893
309	6125	Bent of the River	3	309E		0			2.20224719101124
309	6125	Bent of the River	3	309F		0			1.68036529680365
309	6125	Bent of the River	3	309G		0			2.29338842975207
309	6125	Bent of the River	3	309H		0			1.79100529100529
309	6125	Bent of the River	3	309H	B	0		Dig08	1.79100529100529
309	6125	Bent of the River	3	309I		0			1.89285714285714
309	6125	Bent of the River	3	309I	B	0		Dig08	1.89285714285714
309	6125	Bent of the River	3	309J		0			2.08856088560886
309	6125	Bent of the River	3	309K		0			2.11851851851852
309	6125	Bent of the River	3	309L		0			2.03311258278146
309	6125	Bent of the River	3	309M		0			2.03030303030303
309	6125	Bent of the River	3	309M	B	0	post-standard adjustment	Dig08	2.03030303030303
309	6125	Bent of the River	3	309N		0			2.12878787878788
309	6125	Bent of the River	3	309N	B	0	post-standard adjustment	Dig08	2.12878787878788
309	6125	Bent of the River	3	309O		0			2.34033613445378
309	6125	Bent of the River	3	309P		0			2.34210526315789
309	6125	Bent of the River	3	309Q		0			1.53246753246753
309	6125	Bent of the River	3	309R		0			1.47108843537415
309	6125	Bent of the River	3	309R	B	0		Dig08	1.47108843537415
309	6125	Bent of the River	3	309S		0			1.41121495327103
309	6125	Bent of the River	3	309S	B	0		Dig08	1.41121495327103
484	6125	Bent of the River	4	484A		0			2.02675585284281
484	6125	Bent of the River	4	484A	B	0		Dig08	2.02675585284281
484	6125	Bent of the River	4	484B		0			2.21343873517787
484	6125	Bent of the River	4	484C		0			1.59615384615385
484	6125	Bent of the River	4	484D		0			2.2734693877551
484	6125	Bent of the River	4	484E		0			1.79395604395604
484	6125	Bent of the River	4	484F		0			1.70812182741117
484	6125	Bent of the River	4	484G		0			1.5440313111546
484	6125	Bent of the River	4	484G	B	0	post-standard adjustment	Dig08	1.5440313111546
484	6125	Bent of the River	4	484H		0			1.36
484	6125	Bent of the River	4	484H	B	0	post-standard adjustment	Dig08	1.36
484	6125	Bent of the River	4	484I		0			1.40117994100295
484	6125	Bent of the River	4	484J		0			1.39183055975794
484	6125	Bent of the River	4	484J	B	0	post-standard adjustment	Dig08	1.39183055975794
484	6125	Bent of the River	4	484K		0			1.44341085271318
484	6125	Bent of the River	4	484K	B	0	post-standard adjustment	Dig08	1.44341085271318
213	6132	Great Mountain Forest	2	213A		0			
213	6132	Great Mountain Forest	2	213B		0			
213	6132	Great Mountain Forest	2	213C		0			
213	6132	Great Mountain Forest	2	213D		0			
213	6132	Great Mountain Forest	2	213E		0			
211	6134	Great Mountain Forest	2	211A		0			2.25954198473282
334	6134	Great Mountain Forest	3	334A		0			2.35059760956175
334	6134	Great Mountain Forest	3	334B		0			1.48183254344392
847	6134	Great Mountain Forest	6	847A		0			2.54146341463415
210	6135	Miles	2	210A		0		Dig10	
210	6135	Miles	2	210B		0		Dig10	
210	6135	Miles	2	210C		0		Dig10	
210	6135	Miles	2	210D		0		Dig10	
210	6135	Miles	2	210E		0		Dig10	
166	6136	Sharon	2	166A	A	0		Dig02	1.52131147540984
166	6136	Sharon	2	166A	K	0		Dig02	1.52131147540984
422	6136	Sharon	3	422A		0	??? 145B, 557B; 132G, 159G; 348Y	Dig02	1.48846153846154
422	6136	Sharon	3	422B	K	0		Dig02	1.77294685990338
422	6136	Sharon	3	422C	G	0	very weak	Dig02	1.75121951219512
422	6136	Sharon	3	422D	A	0		Dig02	1.89033942558747
422	6136	Sharon	3	422D	K	0		Dig02	1.89033942558747
422	6136	Sharon	3	422E	G	0		Dig02	1.92879256965944
422	6136	Sharon	3	422E	K	0		Dig02	1.92879256965944
422	6136	Sharon	3	422F	A	0	also 180G, 291Y	Dig02	1.10531594784353
422	6136	Sharon	3	422F	K	0	also 180G, 291Y	Dig02	1.10531594784353
511	6136	Sharon	4	511B	A	0		Dig02	1.58846153846154
622	6136	Sharon	5	622A	A	0		Dig02	1.43452380952381
622	6136	Sharon	5	622A	K	0		Dig02	1.43452380952381
622	6136	Sharon	5	622B	A	0		Dig02	1.45454545454545
622	6136	Sharon	5	622B	K	0		Dig02	1.45454545454545
206	6140	Miles	2	206A		0		Dig10	
206	6140	Miles	2	206B		0		Dig10	
104	6143	Miles	1	104A		0			2.08664259927798
104	6143	Miles	1	104B		0			1.40337423312883
104	6143	Miles	1	104B	B	0	post-standard adjustment	Dig08	1.40337423312883
104	6143	Miles	1	104B	K	0	post-standard adjustment	Dig08	1.40337423312883
104	6143	Miles	1	104C		0			2.32627118644068
104	6143	Miles	1	104D		0			2.04745762711864
104	6143	Miles	1	104D	B	0	B and G very weak	Dig08	2.04745762711864
104	6143	Miles	1	104E		0			2.32217573221757
198	6143	Miles	2	198A		0			1.38235294117647
198	6143	Miles	2	198B		0			1.7210401891253
198	6143	Miles	2	198B	K	0		Dig08	1.7210401891253
198	6143	Miles	2	198C		0			1.38766519823789
198	6143	Miles	2	198C	B	0		Dig08	1.38766519823789
198	6143	Miles	2	198C	K	0		Dig08	1.38766519823789
198	6143	Miles	2	198D		0			1.78010471204188
198	6143	Miles	2	198D	B	0	post-standard adjustment	Dig08	1.78010471204188
198	6143	Miles	2	198D	K	0	post-standard adjustment	Dig08	1.78010471204188
198	6143	Miles	2	198E		0			2.37872340425532
198	6143	Miles	2	198F		0			1.46204620462046
198	6143	Miles	2	198F	B	0	post-standard adjustment	Dig08	1.46204620462046
198	6143	Miles	2	198G		0			1.69806763285024
198	6143	Miles	2	198G	B	0		Dig08	1.69806763285024
198	6143	Miles	2	198G	K	0		Dig08	1.69806763285024
198	6143	Miles	2	198H		0			2.37068965517241
198	6143	Miles	2	198H	B	0		Dig08	2.37068965517241
198	6143	Miles	2	198H	F	0		Dig08	2.37068965517241
395	6143	Miles	3	395A		0			2.0126582278481
395	6143	Miles	3	395B		0			2.3765690376569
395	6143	Miles	3	395C		0			1.97444089456869
395	6143	Miles	3	395D		0			1.28642590286426
395	6143	Miles	3	395E		0			1.32205683355886
395	6143	Miles	3	395E	B	0		Dig08	1.32205683355886
395	6143	Miles	3	395E	K	0		Dig08	1.32205683355886
395	6143	Miles	3	395F		0			1.57916666666667
395	6143	Miles	3	395G		0			1.86819484240688
395	6143	Miles	3	395H		0			1.61844863731656
103	6144	Miles	1	103A		0			2.2914979757085
103	6144	Miles	1	103B		0			2.07434944237918
103	6144	Miles	1	103B	B	0		Dig08	2.07434944237918
103	6144	Miles	1	103C		0			2.31196581196581
103	6144	Miles	1	103D		0			2.30603448275862
103	6144	Miles	1	103E		0			2.48604551309575
103	6144	Miles	1	103F		0			2.44545454545455
103	6144	Miles	1	103G		0			2.29387755102041
103	6144	Miles	1	103G	H	0		Dig08	2.29387755102041
103	6144	Miles	1	103H		0			2.4
103	6144	Miles	1	103I		0			2.51818181818182
103	6144	Miles	1	103J		0			2.20816326530612
103	6144	Miles	1	103J	B	0		Dig08	2.20816326530612
103	6144	Miles	1	103J	H	0		Dig08	2.20816326530612
103	6144	Miles	1	103K		0			2.33195020746888
192	6144	Miles	2	192A		0			1.51456310679612
192	6144	Miles	2	192A	B	0		Dig08	1.51456310679612
192	6144	Miles	2	192B		0			1.99679487179487
192	6144	Miles	2	192C		0			2.31687242798354
100	6147	Miles	1	100A		0			2.29338842975207
100	6147	Miles	1	100B		0			2.28861788617886
100	6147	Miles	1	100B	K	0	post-standard adjustment	Dig08	2.28861788617886
100	6147	Miles	1	100C	K	0		Dig10	2.25819672131148
199	6147	Miles	2	199A		0			1.55970149253731
199	6147	Miles	2	199A	K	0	post-standard adjustment	Dig08	1.55970149253731
396	6147	Miles	3	396A		0			1.88379204892966
99	6148	Miles	1	99A		0			1.34558823529412
99	6148	Miles	1	99B		0			1.33183183183183
99	6148	Miles	1	99C		0			1.79710144927536
99	6148	Miles	1	99D		0			1.9179810725552
99	6148	Miles	1	99E		0			1.87096774193548
209	6148	Miles	2	209A		0			2.25847457627119
209	6148	Miles	2	209B		0			1.30312035661218
209	6148	Miles	2	209C		0			2.19277108433735
402	6148	Miles	3	402A		0			1.69072164948454
402	6148	Miles	3	402B		0			2.18103448275862
402	6148	Miles	3	402C		0			1.37124802527646
402	6148	Miles	3	402D	K	0		Dig01	1.3497688751926
402	6148	Miles	3	402E		0			2.30869565217391
402	6148	Miles	3	402F		0			1.72413793103448
402	6148	Miles	3	402G	K	0		Dig01	1.76410256410256
402	6148	Miles	3	402H		0			2.01418439716312
402	6148	Miles	3	402I		0			1.5936170212766
402	6148	Miles	3	402J		0			2.06844106463878
402	6148	Miles	3	402K		0			1.38943894389439
402	6148	Miles	3	402L		0			1.88401253918495
402	6148	Miles	3	402M	K	0		Dig01	1.63448275862069
402	6148	Miles	3	402N		0			1.53451327433628
402	6148	Miles	3	402O		0			1.40492957746479
402	6148	Miles	3	402P		0			1.38220757825371
402	6148	Miles	3	402Q		0			1.51394422310757
402	6148	Miles	3	402R		0			2.04924242424242
402	6148	Miles	3	402S	K	0		Dig01	1.58260869565217
402	6148	Miles	3	402T		0			1.32005494505495
534	6148	Miles	4	534A	K	0		Dig01	1.28086419753086
534	6148	Miles	4	534B	K	0		Dig01	1.21223021582734
534	6148	Miles	4	534C		0			1.96153846153846
534	6148	Miles	4	534D	K	0		Dig01	1.91808873720137
534	6148	Miles	4	534E	K	0		Dig01	1.35008665511265
633	6148	Miles	5	633A	K	0		Dig01	1.38448844884488
633	6148	Miles	5	633B	K	0		Dig01	1.82440476190476
633	6148	Miles	5	633C	K	0		Dig01	1.79883381924198
633	6148	Miles	5	633D	D	0	Weak?	Dig01	2.33640552995392
633	6148	Miles	5	633D	J	0		Dig01	2.33640552995392
633	6148	Miles	5	633D	K	0		Dig01	2.33640552995392
633	6148	Miles	5	633E	J	0	Dig01 failed	Dig03	1.6575682382134
633	6148	Miles	5	633E	K	0	Dig01 failed	Dig03	1.6575682382134
633	6148	Miles	5	633F	K	0		Dig01	1.64625850340136
633	6148	Miles	5	633G	K	0		Dig01	1.34920634920635
633	6148	Miles	5	633H	K	0		Dig01	1.38056013179572
633	6148	Miles	5	633I	K	0	also 289Y (and 298Y)	Dig01	1.32789115646259
633	6148	Miles	5	633J	K	0		Dig01	1.36702127659574
85	6149	Sharon	1	85A		0			1.61685823754789
85	6149	Sharon	1	85B		0			1.58436944937833
85	6149	Sharon	1	85C		0			2.06079027355623
85	6149	Sharon	1	85D		0			1.51490066225166
85	6149	Sharon	1	85E		0			1.75534441805226
85	6149	Sharon	1	85F		0			1.66734693877551
85	6149	Sharon	1	85G		0			2.09803921568627
85	6149	Sharon	1	85H		0			1.94871794871795
85	6149	Sharon	1	85I		0			1.94219653179191
85	6149	Sharon	1	85J		0			1.88679245283019
85	6149	Sharon	1	85K		0			2.9593023255814
180	6149	Sharon	2	180A		0			1.69197396963124
180	6149	Sharon	2	180B		0			1.77884615384615
180	6149	Sharon	2	180C		0			1.69978401727862
180	6149	Sharon	2	180D		0			1.52173913043478
180	6149	Sharon	2	180E		0			1.94692737430168
180	6149	Sharon	2	180F		0			2.09061488673139
180	6149	Sharon	2	180G		0			2.26449275362319
430	6149	Sharon	3	430A		0			2.26848249027237
430	6149	Sharon	3	430B	A	0		Dig01	1.64791666666667
430	6149	Sharon	3	430C	A	0		Dig01	2.24436090225564
430	6149	Sharon	3	430D		0			2.17307692307692
430	6149	Sharon	3	430E		0			2.23741007194245
430	6149	Sharon	3	430F	A	0		Dig01	2.22178988326848
430	6149	Sharon	3	430G	A	0		Dig01	1.38152011922504
430	6149	Sharon	3	430H		0			2.356
430	6149	Sharon	3	430I		0			2.06440677966102
430	6149	Sharon	3	430J	A	0		Dig01	1.82865168539326
506	6149	Sharon	4	506A	A	0		Dig01	1.39642324888227
506	6149	Sharon	4	506A	H	0		Dig01	1.39642324888227
506	6149	Sharon	4	506B	A	0	Dig02 failed, resolved	Dig03	1.31053351573187
506	6149	Sharon	4	506B	H	0	Dig02 failed, resolved	Dig03	1.31053351573187
506	6149	Sharon	4	506C	H	0	also 499B	Dig02	1.32432432432432
506	6149	Sharon	4	506D	H	0	Dig02 failed, resolved	Dig03	1.35254691689008
506	6149	Sharon	4	506E	A	0		Dig01	1.39123630672926
506	6149	Sharon	4	506E	H	0		Dig01	1.39123630672926
506	6149	Sharon	4	506F	A	0	also 214G	Dig01	1.31175693527081
