CapID	TagNumber	SiteName	SessionNumber	TickName	OspCType	Doubts	Notes	DigPlateID	SI
506	6149	Sharon	4	506F	H	0	also 499B	Dig01	1.31175693527081
624	6149	Sharon	5	624A	H	0	also 499B, 163G	Dig01	1.75718015665796
624	6149	Sharon	5	624B	A	0		Dig01	1.45375218150087
624	6149	Sharon	5	624B	H	0		Dig01	1.45375218150087
624	6149	Sharon	5	624C		0			1.86149584487535
399	6151	Miles	3	399A	A	0		Dig01	1.67988668555241
399	6151	Miles	3	399B		0			2.15909090909091
399	6151	Miles	3	399C		0			2.2
399	6151	Miles	3	399D	D	0		Dig01	1.65707434052758
399	6151	Miles	3	399D	K	0		Dig01	1.65707434052758
399	6151	Miles	3	399E	A	0		Dig01	1.957928802589
524	6151	Miles	4	524A		0			1.82722513089005
524	6151	Miles	4	524B	A	0		Dig01	1.35275590551181
524	6151	Miles	4	524B	D	0		Dig01	1.35275590551181
524	6151	Miles	4	524B	H	0		Dig01	1.35275590551181
524	6151	Miles	4	524C	A	0		Dig01	1.67770419426049
636	6151	Miles	5	636A		0			2.25291828793774
636	6151	Miles	5	636B	A	0	also 214G	Dig02	1.42002989536622
636	6151	Miles	5	636B	A	0			1.42002989536622
636	6151	Miles	5	636B	H	0			1.42002989536622
636	6151	Miles	5	636B	H	0		Dig02	1.42002989536622
96	6153	Miles	1	96A		0			1.76701570680628
96	6153	Miles	1	96A	B	0		Dig08	1.76701570680628
96	6153	Miles	1	96A	F	0		Dig08	1.76701570680628
96	6153	Miles	1	96A	I	0		Dig08	1.76701570680628
96	6153	Miles	1	96A	L	0		Dig08	1.76701570680628
96	6153	Miles	1	96A	N	0		Dig08	1.76701570680628
96	6153	Miles	1	96B		0			1.73300970873786
96	6153	Miles	1	96C		0			1.88055555555556
96	6153	Miles	1	96C	N	0	post-standard adjustment, still off 50	Dig08	1.88055555555556
96	6153	Miles	1	96D		0			2.14285714285714
96	6153	Miles	1	96E	I	0		Dig10	1.69302325581395
96	6153	Miles	1	96F		0			1.36213991769547
96	6153	Miles	1	96F	K	0		Dig08	1.36213991769547
96	6153	Miles	1	96F	U	0		Dig08	1.36213991769547
96	6153	Miles	1	96G		0			1.71462264150943
96	6153	Miles	1	96H		0			1.3520749665328
96	6153	Miles	1	96H	B	0	also 453B	Dig08	1.3520749665328
193	6153	Miles	2	193A		0			1.86595174262735
193	6153	Miles	2	193A	K	0	post-standard adjustment	Dig08	1.86595174262735
98	6155	Miles	1	98A		0			2.28685258964143
98	6155	Miles	1	98B		0			
98	6155	Miles	1	98B	N	0		Dig08	
98	6155	Miles	1	98C		0			2.23456790123457
98	6155	Miles	1	98D		0			1.71674876847291
98	6155	Miles	1	98D	N	0		Dig08	1.71674876847291
98	6155	Miles	1	98E		0			2.09440559440559
98	6155	Miles	1	98F		0			2.30923694779116
98	6155	Miles	1	98G		0			2.34042553191489
98	6155	Miles	1	98H		0			1.60160965794769
98	6155	Miles	1	98I		0			1.94603174603175
98	6155	Miles	1	98I	B	0	also 288G	Dig08	1.94603174603175
98	6155	Miles	1	98J		0			2.19475655430712
98	6155	Miles	1	98J	B	0		Dig08	2.19475655430712
98	6155	Miles	1	98K		0			2.1423487544484
98	6155	Miles	1	98L		0			1.77283950617284
98	6155	Miles	1	98L	B	0		Dig08	1.77283950617284
187	6155	Miles	2	187A		0			1.36754507628294
187	6155	Miles	2	187B		0			2.14532871972318
187	6155	Miles	2	187C		0			1.84527220630373
187	6155	Miles	2	187C	N	0		Dig08	1.84527220630373
187	6155	Miles	2	187D		0			1.57938144329897
187	6155	Miles	2	187E		0			1.71867007672634
187	6155	Miles	2	187E	N	0		Dig08	1.71867007672634
187	6155	Miles	2	187F		0			1.77099236641221
187	6155	Miles	2	187G		0			2.31048387096774
382	6155	Miles	3	382A		0			1.33080808080808
382	6155	Miles	3	382A	B	0		Dig08	1.33080808080808
382	6155	Miles	3	382B		0			1.55426356589147
382	6155	Miles	3	382B	G	0		Dig08	1.55426356589147
382	6155	Miles	3	382C		0			1.47507788161994
382	6155	Miles	3	382D		0			1.32808398950131
382	6155	Miles	3	382E		0			1.35655737704918
382	6155	Miles	3	382E		0	558B,131G	Dig08	1.35655737704918
382	6155	Miles	3	382F		0			1.33466666666667
382	6155	Miles	3	382F	N	0		Dig08	1.33466666666667
382	6155	Miles	3	382G		0			1.33921302578019
382	6155	Miles	3	382G	N	0		Dig08	1.33921302578019
382	6155	Miles	3	382H		0			1.30638852672751
382	6155	Miles	3	382I		0			1.67554479418886
382	6155	Miles	3	382J		0			2.75773195876289
382	6155	Miles	3	382K		0			2.2218045112782
382	6155	Miles	3	382L		0			1.50912408759124
382	6155	Miles	3	382M		0			1.9039039039039
382	6155	Miles	3	382M	G	0		Dig08	1.9039039039039
382	6155	Miles	3	382N		0			1.36723910171731
382	6155	Miles	3	382O		0			1.38291605301915
382	6155	Miles	3	382P		0			1.97674418604651
382	6155	Miles	3	382P	G	0		Dig08	1.97674418604651
382	6155	Miles	3	382Q		0			1.31666666666667
382	6155	Miles	3	382R		0			1.43910256410256
382	6155	Miles	3	382S		0			1.34776536312849
382	6155	Miles	3	382T		0			
382	6155	Miles	3	382U		0			1.3302752293578
382	6155	Miles	3	382V		0			
292	6157	Marvelwood	3	292A		0			2.256
292	6157	Marvelwood	3	292A	E	0		Dig08	2.256
292	6157	Marvelwood	3	292B		0			
292	6157	Marvelwood	3	292C		0			
292	6157	Marvelwood	3	292D		0			
292	6157	Marvelwood	3	292E		0			
583	6157	Marvelwood	5	583A		0			
583	6157	Marvelwood	5	583B		0			
317	6160	Bent of the River	3	317A	A	0		Dig10	
317	6160	Bent of the River	3	317A	B	0		Dig10	
317	6160	Bent of the River	3	317B	A	0		Dig10	
317	6160	Bent of the River	3	317B	B	0		Dig10	
317	6160	Bent of the River	3	317C	D	0	also 160B	Dig10	
317	6160	Bent of the River	3	317D	B	0		Dig10	
317	6160	Bent of the River	3	317E	D	0		Dig10	
317	6160	Bent of the River	3	317F		0			
317	6160	Bent of the River	3	317G	A	0		Dig10	
317	6160	Bent of the River	3	317G	B	0		Dig10	
317	6160	Bent of the River	3	317G	F	0		Dig10	
317	6160	Bent of the River	3	317H	A	0		Dig10	
317	6160	Bent of the River	3	317H	B	0		Dig10	
317	6160	Bent of the River	3	317H	F	0		Dig10	
317	6160	Bent of the River	3	317I	A	0		Dig10	
317	6160	Bent of the River	3	317I	B	0		Dig10	
317	6160	Bent of the River	3	317I	D	0		Dig10	
474	6160	Bent of the River	4	474A		0			
474	6160	Bent of the River	4	474B	A	0		Dig10	
474	6160	Bent of the River	4	474C		0			
474	6160	Bent of the River	4	474C		0			
474	6160	Bent of the River	4	474C		0			
474	6160	Bent of the River	4	474C		0			
474	6160	Bent of the River	4	474C		0			
474	6160	Bent of the River	4	474C		0			
474	6160	Bent of the River	4	474C		0			
474	6160	Bent of the River	4	474C		0			
474	6160	Bent of the River	4	474D		0			
474	6160	Bent of the River	4	474E	A	0		Dig10	
474	6160	Bent of the River	4	474E	B	0		Dig10	
474	6160	Bent of the River	4	474F		0			
474	6160	Bent of the River	4	474G		0			
474	6160	Bent of the River	4	474H		0			
474	6160	Bent of the River	4	474I	D	0		Dig10	
474	6160	Bent of the River	4	474J	A	0		Dig10	
474	6160	Bent of the River	4	474J	B	0		Dig10	
474	6160	Bent of the River	4	474J	F	0		Dig10	
314	6161	Bent of the River	3	314A		0			
314	6161	Bent of the River	3	314B		0			
314	6161	Bent of the River	3	314C		0			
314	6161	Bent of the River	3	314D		0			
314	6161	Bent of the River	3	314D	K	0		Dig08	
314	6161	Bent of the River	3	314E		0			
314	6161	Bent of the River	3	314F		0			
314	6161	Bent of the River	3	314G		0			
314	6161	Bent of the River	3	314H		0			
314	6161	Bent of the River	3	314I		0			
314	6161	Bent of the River	3	314I	F	0		Dig08	
314	6161	Bent of the River	3	314J		0			
314	6161	Bent of the River	3	314J	K	0		Dig08	
611	6161	Bent of the River	5	611A		0			
732	6161	Bent of the River	6	732A		0			
732	6161	Bent of the River	6	732AA		0			
732	6161	Bent of the River	6	732B		0			
732	6161	Bent of the River	6	732B	K	0	post-standard adjustment, still 50 off	Dig08	
732	6161	Bent of the River	6	732BB	B	0	also 288G	Dig09	
732	6161	Bent of the River	6	732BB	N	0		Dig09	
732	6161	Bent of the River	6	732C		0			
732	6161	Bent of the River	6	732CC		0			
732	6161	Bent of the River	6	732D		0			
732	6161	Bent of the River	6	732DD	K	0		Dig09	
732	6161	Bent of the River	6	732E		0			
732	6161	Bent of the River	6	732EE	K	0		Dig09	
732	6161	Bent of the River	6	732F		0			
732	6161	Bent of the River	6	732G		0			
732	6161	Bent of the River	6	732H		0			
732	6161	Bent of the River	6	732I		0			
732	6161	Bent of the River	6	732J		0			
732	6161	Bent of the River	6	732K		0			
732	6161	Bent of the River	6	732L		0			
732	6161	Bent of the River	6	732M		0			
732	6161	Bent of the River	6	732N		0			
732	6161	Bent of the River	6	732O		0			
732	6161	Bent of the River	6	732P		0			
732	6161	Bent of the River	6	732Q		0			
732	6161	Bent of the River	6	732R		0			
732	6161	Bent of the River	6	732U	K	0		Dig09	
732	6161	Bent of the River	6	732V		0			
732	6161	Bent of the River	6	732W	K	0		Dig09	
732	6161	Bent of the River	6	732X		0			
732	6161	Bent of the River	6	732Y		0			
732	6161	Bent of the River	6	732Z	L	0		Dig09	
293	6165	Marvelwood	3	293A		0		Dig10	
293	6165	Marvelwood	3	293B		0		Dig10	
436	6166	Marvelwood	4	436A		0			1.8515406162465
436	6166	Marvelwood	4	436B		0			2.09523809523809
436	6166	Marvelwood	4	436C		0			1.7890625
436	6166	Marvelwood	4	436D		0			1.56866537717602
436	6166	Marvelwood	4	436E		0			1.50847457627119
436	6166	Marvelwood	4	436F		0			2.07831325301205
436	6166	Marvelwood	4	436G		0			2.19277108433735
436	6166	Marvelwood	4	436H		0			2.18978102189781
436	6166	Marvelwood	4	436I		0			1.39143279172821
436	6166	Marvelwood	4	436J		0			1.756038647343
436	6166	Marvelwood	4	436K		0			1.36927223719677
436	6166	Marvelwood	4	436L		0			1.62449799196787
591	6166	Marvelwood	5	591A		0			2.25726141078838
591	6166	Marvelwood	5	591B		0			2.60096153846154
714	6166	Marvelwood	6	714A		0			
714	6166	Marvelwood	6	714B		0			1.89473684210526
714	6166	Marvelwood	6	714C		0			1.31165311653117
265	6177	Sharon	2	265A	H	0		Dig09	1.33292231812577
265	6177	Sharon	2	265B	H	0		Dig09	1.42467718794835
433	6177	Sharon	3	433A		0			2.06551724137931
433	6177	Sharon	3	433B		0			2.36651583710407
433	6177	Sharon	3	433C		0			1.40978593272171
433	6177	Sharon	3	433D		0			1.53356890459364
433	6177	Sharon	3	433E		0			2.20769230769231
177	6179	Sharon	2	177A	B	0	also 539Y	Dig09	2.36734693877551
177	6179	Sharon	2	177B		0			2.39748953974895
415	6179	Sharon	3	415A		0			1.9938080495356
415	6179	Sharon	3	415AA	B	0		Dig09	1.31483870967742
415	6179	Sharon	3	415AA	K	0		Dig09	1.31483870967742
415	6179	Sharon	3	415B		0			2.015625
415	6179	Sharon	3	415BB		0			1.96666666666667
415	6179	Sharon	3	415C	K	0		Dig09	1.52203389830509
415	6179	Sharon	3	415CC		0			1.90277777777778
415	6179	Sharon	3	415D		0			1.56201550387597
415	6179	Sharon	3	415DD		0			
415	6179	Sharon	3	415E		0			1.92581602373887
415	6179	Sharon	3	415EE	K	0		Dig09	1
415	6179	Sharon	3	415F		0	closest to F, but has 163 instead of 119	Dig09	2.16785714285714
415	6179	Sharon	3	415FF		0			1.7956204379562
415	6179	Sharon	3	415G		0			2.18014705882353
415	6179	Sharon	3	415GG		0			1.4804992199688
415	6179	Sharon	3	415H		0			1.89807162534435
415	6179	Sharon	3	415HH		0			1.39588688946015
415	6179	Sharon	3	415I		0			2.2655601659751
415	6179	Sharon	3	415II	K	0		Dig09	1.42606149341142
415	6179	Sharon	3	415J		0			2.284
415	6179	Sharon	3	415JJ		0			1.45051698670606
415	6179	Sharon	3	415K	B	0		Dig09	1.47926267281106
415	6179	Sharon	3	415K	K	0		Dig09	1.47926267281106
415	6179	Sharon	3	415KK		0			2.29032258064516
415	6179	Sharon	3	415L		0			2.06397306397306
415	6179	Sharon	3	415LL		0			2.20224719101124
415	6179	Sharon	3	415M		0			1.38515406162465
415	6179	Sharon	3	415MM		0			2.38912133891213
415	6179	Sharon	3	415N		0			2.34309623430962
415	6179	Sharon	3	415NN		0			1.6260162601626
415	6179	Sharon	3	415O		0			1.83466666666667
415	6179	Sharon	3	415OO		0			2.18315018315018
415	6179	Sharon	3	415P		0			2.1958041958042
415	6179	Sharon	3	415PP		0			1.35794743429287
415	6179	Sharon	3	415Q		0			2.29674796747967
415	6179	Sharon	3	415QQ		0			1.83380281690141
415	6179	Sharon	3	415R		0			1.48432055749129
415	6179	Sharon	3	415RR		0			1.86666666666667
415	6179	Sharon	3	415S	B	0		Dig09	1.34704370179949
415	6179	Sharon	3	415S	K	0		Dig09	1.34704370179949
415	6179	Sharon	3	415SS		0			2.26848249027237
415	6179	Sharon	3	415T	K	0		Dig09	1.43292682926829
415	6179	Sharon	3	415TT		0			
415	6179	Sharon	3	415U		0			1.3619972260749
415	6179	Sharon	3	415UU		0			2.32635983263598
415	6179	Sharon	3	415V		0			1.46579804560261
415	6179	Sharon	3	415VV		0			1.69933184855234
415	6179	Sharon	3	415W		0			1.88150289017341
415	6179	Sharon	3	415WW		0			1.38709677419355
415	6179	Sharon	3	415X	K	0		Dig09	1.42352941176471
415	6179	Sharon	3	415XX		0			1.56143667296786
415	6179	Sharon	3	415Y		0			1.44264705882353
415	6179	Sharon	3	415YY		0			1.8509485094851
415	6179	Sharon	3	415Z		0			1.48929159802306
415	6179	Sharon	3	415ZZ		0			1.98187311178248
501	6179	Sharon	4	501A		0			
501	6179	Sharon	4	501B	B	0		Dig09	
501	6179	Sharon	4	501B	K	0		Dig09	
501	6179	Sharon	4	501C		0			
501	6179	Sharon	4	501D	K	0		Dig09	
501	6179	Sharon	4	501E	B	0		Dig09	
501	6179	Sharon	4	501F		0			
501	6179	Sharon	4	501G		0			
501	6179	Sharon	4	501I		0			
501	6179	Sharon	4	501J		0			
501	6179	Sharon	4	501K		0			
501	6179	Sharon	4	501L		0			
501	6179	Sharon	4	501M		0			
501	6179	Sharon	4	501N		0			
501	6179	Sharon	4	501O	A	0		Dig09	
501	6179	Sharon	4	501O	B	0		Dig09	
501	6179	Sharon	4	501P	I	0		Dig09	
501	6179	Sharon	4	501Q		0			
501	6179	Sharon	4	501R	B	0		Dig09	
501	6179	Sharon	4	501S		0			
501	6179	Sharon	4	501T		0			
501	6179	Sharon	4	501U		0			
501	6179	Sharon	4	501V		0			
196	6183	Miles	2	196A		0			
196	6183	Miles	2	196B		0			
196	6183	Miles	2	196C		0			
374	6183	Miles	3	374A		0			
374	6183	Miles	3	374B		0			
374	6183	Miles	3	374C		0			
374	6183	Miles	3	374D		0			
374	6183	Miles	3	374E		0			
374	6183	Miles	3	374F		0			
374	6183	Miles	3	374G		0			
374	6183	Miles	3	374H		0			
374	6183	Miles	3	374I		0			
374	6183	Miles	3	374J		0			
374	6183	Miles	3	374K		0			
529	6183	Miles	4	529A	A	0		Dig09	
529	6183	Miles	4	529B	N	0		Dig09	
529	6183	Miles	4	529C		0	closest to N but 246Y instead of 299Y	Dig09	
181	6186	Sharon	2	181A		0	298Y, no DraBgl cuts	Dig02	1.56920415224914
431	6186	Sharon	3	431A		0			1.55963302752294
431	6186	Sharon	3	431B		0			1.90140845070423
431	6186	Sharon	3	431C		0			2.14022140221402
431	6186	Sharon	3	431D		0			2.0794701986755
431	6186	Sharon	3	431E		0			1.84477611940299
431	6186	Sharon	3	431F	B	0	1 infected 6 types?? Dig 04 CacApe confirmed Dig06	Dig06	1.82849604221636
431	6186	Sharon	3	431F	C	0	1 infected 6 types?? Dig 04 CacApe confirmed Dig06	Dig06	1.82849604221636
431	6186	Sharon	3	431F	E	0	1 infected 6 types?? Dig 04 CacApe confirmed Dig06	Dig06	1.82849604221636
431	6186	Sharon	3	431F	K	0	1 infected 6 types?? Dig 04 CacApe confirmed Dig06	Dig06	1.82849604221636
431	6186	Sharon	3	431F	L	0	1 infected 6 types?? Dig 04 CacApe confirmed Dig06	Dig06	1.82849604221636
431	6186	Sharon	3	431F	N	0	1 infected 6 types?? Dig 04 CacApe confirmed Dig06	Dig06	1.82849604221636
431	6186	Sharon	3	431G		0			2.32128514056225
431	6186	Sharon	3	431H		0			1.80102040816327
431	6186	Sharon	3	431I		0			2.37991266375546
431	6186	Sharon	3	431J		0			1.72946859903382
431	6186	Sharon	3	431K		0			1.93390804597701
431	6186	Sharon	3	431L		0			2.06774193548387
505	6186	Sharon	4	505A		0			1.43791946308725
505	6186	Sharon	4	505B		0			1.39735099337748
505	6186	Sharon	4	505C		0			1.76942355889724
505	6186	Sharon	4	505D		0			2.06620209059233
505	6186	Sharon	4	505E		0			1.82369942196532
505	6186	Sharon	4	505F		0			1.70617283950617
505	6186	Sharon	4	505G		0			1.93063583815029
505	6186	Sharon	4	505H		0			2.09782608695652
625	6186	Sharon	5	625A		0			2.15625
625	6186	Sharon	5	625B		0			2.03767123287671
625	6186	Sharon	5	625C	G	0	also 159G, weak DraBgl	Dig02	1.41588785046729
625	6186	Sharon	5	625C	H	0	also 159G, weak DraBgl	Dig02	1.41588785046729
625	6186	Sharon	5	625D	H	0	no Apo cuts but matches H	Dig02	2.19642857142857
625	6186	Sharon	5	625E	G	0		Dig02	2.21951219512195
625	6186	Sharon	5	625F		0			2.204
625	6186	Sharon	5	625G		0			1.29115646258503
625	6186	Sharon	5	625H		0			1.97476340694006
625	6186	Sharon	5	625I		0			2.37931034482759
625	6186	Sharon	5	625J		0			2.01369863013699
625	6186	Sharon	5	625K		0			1.41526717557252
625	6186	Sharon	5	625L		0			1.77227722772277
625	6186	Sharon	5	625M		0			1.9717868338558
625	6186	Sharon	5	625N		0			1.88202247191011
625	6186	Sharon	5	625O		0			1.99348534201954
768	6186	Sharon	6	768A		0			2.08480565371025
768	6186	Sharon	6	768B		0			1.17575083426029
768	6186	Sharon	6	768C		0			1.49560632688928
204	6189	Miles	2	204A		0		Dig10	
204	6189	Miles	2	204B		0		Dig10	
204	6189	Miles	2	204C		0		Dig10	
204	6189	Miles	2	204D		0		Dig10	
204	6189	Miles	2	204E		0		Dig10	
204	6189	Miles	2	204F		0		Dig10	
226	6192	Great Mountain Forest	2	226A		0			1.59836065573771
329	6192	Great Mountain Forest	3	329A		0			2.31380753138075
669	6192	Great Mountain Forest	5	669A		0			1.9031339031339
228	6193	Great Mountain Forest	2	228A		0			
228	6193	Great Mountain Forest	2	228B		0			
228	6193	Great Mountain Forest	2	228C		0			
228	6193	Great Mountain Forest	2	228D		0			
228	6193	Great Mountain Forest	2	228E		0			
229	6194	Great Mountain Forest	2	229A		0			
229	6194	Great Mountain Forest	2	229B		0			
229	6194	Great Mountain Forest	2	229C		0			
365	6201	Marvelwood	3	365A		0			
455	6201	Marvelwood	4	455B	K	0		Dig10	
455	6201	Marvelwood	4	455C		0			
455	6201	Marvelwood	4	455D		0			
455	6201	Marvelwood	4	455E		0			
455	6201	Marvelwood	4	455F		0			
455	6201	Marvelwood	4	455G		0			
455	6201	Marvelwood	4	455H		0			
455	6201	Marvelwood	4	455I	D	0		Dig10	
455	6201	Marvelwood	4	455J		0			
455	6201	Marvelwood	4	455K	D	0		Dig10	
455	6201	Marvelwood	4	455L		0			
222	6211	Great Mountain Forest	2	222A		0			
410	6216	Sharon	3	410A		0			1.68443496801706
410	6216	Sharon	3	410B		0			1.86455331412104
410	6216	Sharon	3	410C		0			2.23346303501945
410	6216	Sharon	3	410D		0			1.48103186646434
410	6216	Sharon	3	410E		0			1.46771879483501
410	6216	Sharon	3	410F		0			1.60115606936416
410	6216	Sharon	3	410G		0			1.671875
410	6216	Sharon	3	410H		0			2.07395498392283
410	6216	Sharon	3	410I		0			1.66733067729084
410	6216	Sharon	3	410K		0			2.05714285714286
410	6216	Sharon	3	410L		0			2.3765690376569
410	6216	Sharon	3	410M		0			1.95664739884393
410	6216	Sharon	3	410N		0			1.5774378585086
410	6216	Sharon	3	410O		0			2.14982578397213
502	6216	Sharon	4	502A		0			
502	6216	Sharon	4	502B		0			
502	6216	Sharon	4	502C		0			
502	6216	Sharon	4	502D		0			
502	6216	Sharon	4	502E		0			
502	6216	Sharon	4	502F		0			
502	6216	Sharon	4	502G		0			
502	6216	Sharon	4	502H		0			
502	6216	Sharon	4	502I		0			
502	6216	Sharon	4	502J		0			
502	6216	Sharon	4	502K		0			
502	6216	Sharon	4	502L		0			
502	6216	Sharon	4	502M		0			
502	6216	Sharon	4	502N		0			
502	6216	Sharon	4	502O		0			
502	6216	Sharon	4	502P		0			
502	6216	Sharon	4	502Q		0			
502	6216	Sharon	4	502R		0			
502	6216	Sharon	4	502S		0			
502	6216	Sharon	4	502T		0			
502	6216	Sharon	4	502U		0			
502	6216	Sharon	4	502V		0			
502	6216	Sharon	4	502W		0			
182	6218	Miles	2	182A	D	0		Dig10	
182	6218	Miles	2	182A	F	0		Dig10	
182	6218	Miles	2	182A	G	0		Dig10	
182	6218	Miles	2	182B	G	0		Dig10	
182	6218	Miles	2	182C	G	0		Dig10	
383	6218	Miles	3	383A	D	0		Dig10	
383	6218	Miles	3	383AA	D	0		Dig10	
383	6218	Miles	3	383AA	F	0		Dig10	
383	6218	Miles	3	383B	D	0		Dig10	
383	6218	Miles	3	383B	N	0		Dig10	
383	6218	Miles	3	383BB		0			
383	6218	Miles	3	383C	D	0		Dig10	
383	6218	Miles	3	383C	N	0		Dig10	
383	6218	Miles	3	383CC	N	0	also 295Y	Dig10	
383	6218	Miles	3	383D		0			
383	6218	Miles	3	383DD	N	0		Dig10	
383	6218	Miles	3	383EE		0			
383	6218	Miles	3	383F	D	0		Dig10	
383	6218	Miles	3	383FF	D	0		Dig10	
383	6218	Miles	3	383FF	N	0		Dig10	
383	6218	Miles	3	383G	D	0		Dig10	
383	6218	Miles	3	383GG	D	0		Dig10	
383	6218	Miles	3	383H	D	0		Dig10	
383	6218	Miles	3	383HH		0			
383	6218	Miles	3	383I		0			
383	6218	Miles	3	383II		0			
383	6218	Miles	3	383J	D	0		Dig10	
383	6218	Miles	3	383J	F	0		Dig10	
383	6218	Miles	3	383JJ		0			
383	6218	Miles	3	383K		0			
383	6218	Miles	3	383KK		0			
383	6218	Miles	3	383L		0			
383	6218	Miles	3	383LL	D	0		Dig10	
383	6218	Miles	3	383M		0			
383	6218	Miles	3	383N		0			
383	6218	Miles	3	383O		0			
383	6218	Miles	3	383P		0			
383	6218	Miles	3	383Q	D	0		Dig10	
383	6218	Miles	3	383R		0			
383	6218	Miles	3	383S		0			
383	6218	Miles	3	383T		0			
383	6218	Miles	3	383U	D	0		Dig10	
383	6218	Miles	3	383V	D	0		Dig10	
383	6218	Miles	3	383V	F	0		Dig10	
383	6218	Miles	3	383V	L	0		Dig10	
383	6218	Miles	3	383V	U	0		Dig10	
383	6218	Miles	3	383W		0			
383	6218	Miles	3	383X		0			
383	6218	Miles	3	383Y		0			
383	6218	Miles	3	383Z	D	0		Dig10	
272	6228	Marvelwood	3	272A		0			
272	6228	Marvelwood	3	272B		0			
452	6228	Marvelwood	4	452A		0			
452	6228	Marvelwood	4	452B	B	0		Dig09	
452	6228	Marvelwood	4	452C		0			
452	6228	Marvelwood	4	452D		0			
452	6228	Marvelwood	4	452E		0			
452	6228	Marvelwood	4	452F		0			
452	6228	Marvelwood	4	452G	K	0		Dig09	
452	6228	Marvelwood	4	452H	A	0	also 299Y	Dig09	
452	6228	Marvelwood	4	452H	B	0		Dig09	
452	6228	Marvelwood	4	452I	A	0		Dig09	
452	6228	Marvelwood	4	452I	F	0		Dig09	
452	6228	Marvelwood	4	452I	K	0		Dig09	
452	6228	Marvelwood	4	452J	B	0		Dig09	
452	6228	Marvelwood	4	452J	F	0		Dig09	
601	6228	Marvelwood	5	601A		0			
601	6228	Marvelwood	5	601B	A	0		Dig09	
601	6228	Marvelwood	5	601B	B	0		Dig09	
601	6228	Marvelwood	5	601C	A	0	also 299Y	Dig09	
601	6228	Marvelwood	5	601C	B	0		Dig09	
601	6228	Marvelwood	5	601D	A	0		Dig09	
601	6228	Marvelwood	5	601D	B	0	also 452B	Dig09	
286	6233	Marvelwood	3	286A		0			
286	6233	Marvelwood	3	286B		0			
444	6233	Marvelwood	4	444A		0			
444	6233	Marvelwood	4	444B		0			
444	6233	Marvelwood	4	444C		0			
444	6233	Marvelwood	4	444D		0			
444	6233	Marvelwood	4	444E		0			
444	6233	Marvelwood	4	444F		0			
444	6233	Marvelwood	4	444G		0			
447	6234	Marvelwood	4	447A		0		Dig10	
289	6235	Marvelwood	3	289A		0		Dig10	
290	6236	Marvelwood	3	290A		0			2.29460580912863
290	6236	Marvelwood	3	290B		0			1.74615384615385
290	6236	Marvelwood	3	290C		0			1.79274611398964
290	6236	Marvelwood	3	290D		0			2.21033210332103
290	6236	Marvelwood	3	290E		0			2.17307692307692
290	6236	Marvelwood	3	290F		0			1.71611253196931
290	6236	Marvelwood	3	290G		0			2.288
290	6236	Marvelwood	3	290H		0			2.27165354330709
290	6236	Marvelwood	3	290I		0			1.97222222222222
290	6236	Marvelwood	3	290J		0			1.95744680851064
290	6236	Marvelwood	3	290K	A	0	also 214G	Dig02	
450	6236	Marvelwood	4	450A		0			1.45765765765766
450	6236	Marvelwood	4	450B		0			1.52094717668488
450	6236	Marvelwood	4	450C		0			1.43771043771044
450	6236	Marvelwood	4	450D		0			1.77377892030848
450	6236	Marvelwood	4	450E		0			1.86086956521739
450	6236	Marvelwood	4	450F		0			1.5704989154013
450	6236	Marvelwood	4	450G		0			1.42608695652174
450	6236	Marvelwood	4	450H		0			1.47304347826087
450	6236	Marvelwood	4	450I		0			1.60652173913043
450	6236	Marvelwood	4	450J		0			1.94753086419753
450	6236	Marvelwood	4	450K		0			1.49146757679181
450	6236	Marvelwood	4	450L		0			1.50740740740741
450	6236	Marvelwood	4	450M		0			2.34274193548387
450	6236	Marvelwood	4	450N		0			1.64508928571429
450	6236	Marvelwood	4	450O		0			1.7455919395466
450	6236	Marvelwood	4	450P		0			
450	6236	Marvelwood	4	450Q		0			2.2007722007722
450	6236	Marvelwood	4	450R		0			1.53606237816764
450	6236	Marvelwood	4	450S		0			1.36710719530103
450	6236	Marvelwood	4	450T		0			2.32314410480349
450	6236	Marvelwood	4	450U		0			1.86908077994429
450	6236	Marvelwood	4	450V		0			2.26470588235294
450	6236	Marvelwood	4	450W		0			1.56437768240343
585	6236	Marvelwood	5	585A		0			2.39574468085106
585	6236	Marvelwood	5	585B		0			1.53663003663004
585	6236	Marvelwood	5	585C		0			1.69336384439359
703	6236	Marvelwood	6	703A		0			1.73611111111111
703	6236	Marvelwood	6	703B		0			2.25910931174089
703	6236	Marvelwood	6	703C		0			1.40857142857143
703	6236	Marvelwood	6	703D		0			1.3620178041543
703	6236	Marvelwood	6	703E		0			1.36184210526316
703	6236	Marvelwood	6	703F		0			1.34938271604938
703	6236	Marvelwood	6	703G		0			1.37157757496741
703	6236	Marvelwood	6	703H		0			1.3104786545925
703	6236	Marvelwood	6	703I		0			
703	6236	Marvelwood	6	703J		0			
703	6236	Marvelwood	6	703K		0			1.67042889390519
703	6236	Marvelwood	6	703L		0			1.59735349716446
703	6236	Marvelwood	6	703M		0			
703	6236	Marvelwood	6	703N		0			1.43915343915344
703	6236	Marvelwood	6	703O		0			1.34811827956989
302	6237	Bent of the River	3	302A		0			
302	6237	Bent of the River	3	302B		0			
302	6237	Bent of the River	3	302C		0			
302	6237	Bent of the River	3	302D		0			
302	6237	Bent of the River	3	302E		0			
